0	lĩŋ˨˩ kʰoŋ˥˥
文化圈	mun˨˦ hua˥˧ kʰan˨˩
文化大革命	bun˧˧ xwa˥˥ ta˥˩j˧˥ keak˦˥ biŋ˥˩
文化宫	mun˧˧hŋ˥˥ koŋ˨˦
文化教育	bun˧˧ha˨˦ taw˧˧ lɔ˥
文化程度	mun˨˦ huat˦ĩŋ˨˦tʰou˨˩
文化語	bun˧˧hŋa˥˧ki˥˧
文化財	un˥˥hwa˥˥tsai˥˧
文化霸權	un˧˥hŋ˥˥a˥˧ pa˥˥kʰan˨˩
文天祥	bən˥˧tʰi˥˥aŋ˥˧siŋ˨˦
文字	boːndiː
文字狱	bun˧di˧˧gak˨
文字獄	bu˧˧n˩˩˦di˧˧ rk˥
文学	bun haq
文学家	bun̪ ħakːaː
文學	bun˧haːk˨
文學家	bun̪ ħakːaː
文山	bunsan
文庙	munbio
文廟	munˈbiːɒ
文憑	buan˥˥ pʰiŋ˨˩
文房四宝	mun˨˦ boŋ˥˥ si˥˧ po˥˥
文房四寶	mun˨˦ boŋ˥˥sĩ˥˥ po˥˧
文摘	buntea
文昌	mun˨˦tsioŋ˥˧
文昌魚	mun˨˦tsioŋ˥˧ hí˧˧
文昌鱼	bʰun˨˩ tsʰioŋ˥˧ hí˧˧
文明	bonmin
文書	bun˨˩ su˥˧
文殊菩萨	bun˧ɔːpʰʊ˨˩sat˦˥
文殊菩薩	bun˧˧sʰu˧˧pʰɔ˨˩sat˦˥
文法	puən˥˧ xwat˨˩˦
文湖線	puənpʰʔsŋ
文灶	mua˥˧tsaʊ˨˩
文牍	bũn˨˩tok˨
文牘	bũn˨˩ tɔk˨
文物	buənˈbɔt
文献	bunˈhjɛn
文獻	buːn˧hian
文章	gun˨˦tsiaʊ˥˧
文章-泉州白读	bunt˥˥ʔiu˥˧
文艺	mnˈge
文艺复兴	buən˧˧ue˧˧ hok˨ heŋ˧˧
文莱	bonˈaɪ
文藝	mˌunˈʒʌ
文藝復興	bua̯˧˧ i˥˧˧ ɦo˧˧ kʰiŋ˥˥
文言文	bən˧˧ jiən˧˧ buən˧˧
文讀	bonˈtɑk
文读	bunːtʰaːk
文醜	mun tʰiu˨˦
文雅	buna
文革	mun˨˦kĩã˨˦
文韜武略	mun˨˦ tʰoʔ˨bu˨˦lio˨˦
文韬武略	mun˨˦ tʰo˥˧ bu˨˦liɔ˨˦k˥
文體	uən˨˩tʰaɪ˥˥
斐旻	po˥˧e˨˦ bin˨˦
斑点	pan˩˥ːdian˥˩
斑馬	pambe
斑馬線	pan˥˥be˧˧sŋã˥˥
斑马	pa˥mbe˥˩
斑马线	pan˥˥be˧˧sŋã˥˥
斑點	antiam
斗争	tioʔ˨tsŋ˥˥
斗兽棋	tioʔ˨ ki˧˧
斗地主	tioʔ˨te˨˦tsu˥˥
斗志	tioʔ˨tsi˥˧
斗战胜佛	tioʔ˨tsian˥˧sĩŋ˥˥ put˥˥
斗笠	loja
斗笼	tau˨˦laŋ˥˥
斗篷	tsau˨˦pʰaŋ˨˩
斗籠	tʰau˨˩laŋ˨˩
斗阵	taʊ˨˩tin˥˥
料	liau˨˦
料理	liɔ˥˧li˥˩
斜	tsʰuɔ˧˧
斜視	tɕʰiaʔ˨
斜视	tsʰiaʔ˦si˥˧
斟酌	tsim˨˩
斡弯	wɒt wˈʌn
斡彎	wɒt pæ̝ːn
斡旋	uan˥˥suan˥˥
斡逶	kʉət˦tu˥˥i˥˧
斤	k̚˥˩uːn˥˥
斥候	tʰiã˨˩kio˥˧
斧头	po˥˧tʰau˨˦
斧子	fua
斧頭	po˥˧tʰau˨˦
斬線	tsã˥˥sã˥˥
断	tɛŋ˧˧
断奶	teŋ˨˩lin˥˥
断开	toŋ˥˥kʰu˥˥
断掌	potʃiu
斯	si˥˩
斯大林	si˥˧ ta˥˧i˨˦lim˨˦
斯巴达	si˥˧pa˥˥ tian˨˦
斯巴達	si˥˧pa˥˥ tɑ˨˩˦ t
斯文	tɕʰi˥˧bun˨˩
斯文豬哥	sˈuˈuˈntikˌoˌˌ
新	sin
新中国	sin˨˩tioŋ˨˦kok˨
新中國	sin˥˥tioŋ˨˩kok˨
新人	sin˥˥nau˧˧
新人伴	sĩŋ˥˥ laŋ˨˦ pʰa˥˥
新人官	sĩ˥˥ laŋ˨˦ kua˧˧
新人房	sin˥˥laŋ˨˩pâ˥˥
新会	sin˥˥hue˨˦
新兴	sin˥˥ hiŋ˥˧
新军	sin˥˥ kun˥˥
新加坡	sĩn˥˥kã˥˥ pʰa˥˥
新北	sip˨ap˦
新北市	sin˨˩˦pak˨˩tsʰi˨˩˦
新华字典	sin˥˥xua˧˧tsi˨˦tean˨˦
新历	sin˥˥ liak˨˦
新品	sɪŋ˥˥pʰɪŋ˥˥
新四军	sin˨˩sĩ˥˥ kun˨˩
新四軍	sin˨˩sĩ˥˥ kun˨˩
新型冠状病毒	sin˥˥hĩŋ˨˦kuan˥˥sŋ˥˧ti˨˩to˧˧
新型冠狀病毒	sĩ˥˥hĩ˧˥m̩˨˩˦kʰon˥˩tsʰon˥˩pe˨˩m̩˨˩˦tuː˥
新垵	sĩ˥˥ luɔ˥˧la˥˧
新塘	sin˨˩tŋ˨˩
新奇	sĩ˥˥ki˧˧
新妇	sin˥˥pu˥˥
新娘	sĩ˥˥ni˧˥u˧˧
新婦	sin˥˥pu˥˥
新婦仔	sin˨˩bu˥˥a˥˧
新年	tsi˥˧ni˨˩˦
新年大趁錢	sin˥˥ni˧˧tua˧˧ tʰan˥˩tsi˧˧
新年好	sin˥˥ni˧˧
新年快乐	sin˥˥ni˧˥kʰaɪ˥˥ lɔ˥
新年快樂	sin˥˥ni˧˧kʰa˥˥ lo˧˧
新店	sin˥˥tiam˨˩˦
新店溪	sin˨˩tiam˨˩ ke˥˥
新康泰克	sin˥˥kʰoŋ˨˩tʰa˥˥ɥœ˧˧kʰiaʔ˨
新建	sin˥˥kian˨˩
新式	sin˥˥siat˥˥
新手	sin˥˥ tsiu˥˧
新曆	sin˥˥ liak˨˦
新會	sin˥˥hue˨˦
新朋友	sin˨˩˦ pĩŋ˥˥ iu˨˦
新朝	sin˥˥tiau˨˦
新營	sĩ˥˥ɴ˥
新界	sin˥˥kai˨˩
新疆	sin˨˩ kio˨˦
新疆大盘鸡	sin˥˥ kiʊ˥˧ta˧˧pa˨˦ke˥˥
新疆大盘鸡是什么？我还没吃过。	sĩŋ˨˩ kiam˨˩ tɔ˧˧maːtɕʰoʔamika˥˥ hɔa˥˧liŋ˨˦wɔ˧˧ ʔtsoŋ˨˩a˥˧ue˥˩
新疆大盤雞	sĩ˥˥ kioŋ˥˧tua˧˧pɔ˥˥kue˥˥
新穎	sin˥˥ĩŋ˥˥
新竹	sin˥˥ tiat˥˥
新竹市	sin˨˦ti˨˦k˧˧tsʰi˨˩
新竹縣	sin˥˥tik˦uan˥˥
新綠	sin˥˧lio˨˦
新罗	sin˥˥ lə˨˦
新羅	sin˥˥ lə˨˦
新聞	sin˥˥ buən˧˧
新聞聯播	sin˥˥mu˥˩ni˧˥n˧˥pɔ˥˥
新興	sin˥˥ hiŋ˥˧
新芽	siŋge
新衫	sin˨˩˦fa˥˥
新西兰	sin˥˥sæ˥˥ rian˧˧
新詩	sin˨˩˦ɕi˥˥
新貨色	siːn˥hɔːi̯˧
新車	sin˥˥tɕʰia˥˧
新軍	sĩŋ˥˥ kun˥˧
新车	sin˥˥tsʰia˥˧
新郎	sin˨˩nʊŋ˧˥
新野	sin˨˩˦ ja˧˧
新闻	sin˨˩mun˧˧
新闻发布会	sin˥˥mun˧˧ ha˧˧po˥˥hue˥˧
新闻联播	sin˥˥mu˥˩ni˧˥ian˨˦pɔ˥˥
新陈代谢	sin˥˥tin˨˦tai˥˥sja˥˧
新陳代謝	sin˥˥tin˨˦ tai˥˥sat˦
新颖	sin˥˥ɪŋ˥˥
新鮮	sin˥˥sian˥˥ sin˥˥tɕʰi˨˩˦
新鲜	sin˥˥sian˥˥tsʰi˧˥
斷	tŋ˥˩
斷開	toŋ˥˥kʰu˨˩
斷開鎖鏈	tŋ˨˦kʰui˥˧ sɤ˥˩ liən˧˧
斷開魂結	taŋ˨˩kʰʰi˥˥ hŋ˥˥an˥˧
方	eum˨˩
方世玉	pən˨˩se˥˧ jok˨
方位	hʌŋ˨˩mʰuːj˧
方便	hoŋ˥˥pian˨˩
方先覺	pŋ˥˥sian˥˧kak˥
方先觉	pŋ˥˥sian˥˧kak˥
方向	poŋ˨˦hioŋ˨˦
方向感	hũŋ˥˥hĩũ˥˥am˥˥
方向盘	hũŋ˥˥hĩũŋ˥˥ pũã˨˩
方向盤	pʰũŋ˥˧hĩũŋ˥˥ pɔ˧˧
方式	hoŋ˨˩siaʔ˨
方文山	pŋ˥˥bun˨˩san˥˥
方方正正	hũŋ˥˥hũŋ˥˥tsĩã˨˩tsĩã˨˩
方案	hũŋ˥˥an˥˩
方法	kʰoŋ˥˩
方法論	hoŋ˧kʰat˦duŋ˧
方田均稅法	hʊŋ˨˩tiŋ˨˩ kun˥˥ se˥˧ xwat˦
方田均税法	hŋ˥˥ ti˥˧n˥˥ kun˥˥ se˥˧ hũa˥˧
方程	hũŋ˥˥tʰĩŋ˨˩
方程式	hŋ˥˥tiŋ˨˦ siat˦
方腊	pən˥˥tɑ˨˩˦
方腊起义	hoŋ˥˥nãp˥˥ki˧˧ ji˧˧
方臘	fɤŋ˥˥ rã˨˩˦
方臘起義	hoŋ˥˥nʰáp˨˩kʰi˧˥ jiː˧
方言	hoŋ˧˧
方針	hoŋ˥˧tsam˨˩
方针	hoŋ˨˩tsɑ˥m˥˩
方面	hũŋ˧˧ bin˧˧
於	i˥˩
施	sˈi
施氏食獅史	sai˥˥tɕʰi˥˥ʈʂa˨˩˦sai˥˥tsʰɯ˥˥
施琅	si˨˩lʊŋ˥˥
施耐庵	si˥˧ nahi˧˥
旁系	pŋ˥˥ heɪ˥˧
旁觀	poŋ˨˩kuan˥˥
旁观	p˥ŋ˨˩˦kuan˥˥
旅游	liː˧˥iu˧˧
旅游团	li˥˧iu˨˦tʰan˥˥
旅行	mi˥˧hĩ˥˥
旅行团	li˥˧hĩŋ˨˦ tʰuã˨˦
旅行支票	li˥˧hĩŋ˨˦ tsi˥˧pʰio˨˩
旅行用品	mi˥˧hĩŋ˨˦ jʊŋ˨˩pʰi˥˧n˥˥
旅行社	li˧˧hĩŋ˨˦ sʰa˥˧
旅行计划	mi˥˧ hiŋ˨˦ keʔ˨ue˨˦
旅遊	lu˥˩
旅遊團	li˥˧iu˨˦tʰan˥˥
旅順	ni˥˧sũŋ˥˥
旅順大屠殺	ni˥˧sũn˥˧ tua˧˧to˨˩sat˦
旅顺	li˥˧sun˥˧
旅顺大屠杀	li˥˧sũn˥˧ tʰa˥˧tʰa˥˧sat˦
旋律	swɑnˈnut
旋石	swan˥˥
旋風	sian˨˦ hũŋ˥˥
旋风	sian˨˦ hũŋ˥˥
族	sok
族群	tsok˨kun˥˥
族譜	tsok˨ pɔ˥˥
族谱	tsok˨pʰu˥˥
旗	e̞
旗帜	ki˥˧tsi˥˧
旗幟	ti˥˧
旗杆	ki˥˧kua˥˧
旗舰	i˥˧dam˨˩
旗艦	kiːdam
旗鼓相当	ki˥˧ko˥˧sioŋ˨˩tʊŋ˥˥
旗鼓相當	ki˥˧ko˥˧sioŋ˨˦tʊŋ˥˥
无	b
无七无八	bo˥˧ tɕʰet˦bo˥˧˧ pʰe˨˦
无三无两	ba˥˥sa˥˩ ba˥˥˥ləŋ˨˦
无事无白	bo˨˦sĩ˥˧bo˨˦ pʰe˨˩
无产阶级	m̩˨˩ʂan˨˩kaː˥
无人机	burɪŋki
无代无志	bo˨˦ta˨˩i˧˧bo˨˦ tʰi˨˩
无做无声	bo˨˦tsue˥˧bo˨˦sĩã˨˩
无力	bərət˦˥
无印良品	bu˥˧ĩn˨˦tioŋ˨˦ pʰin˥˥
无声无说	lɔ˨˦sĩã˥˥ tse˧˧
无大无细	bo˧˧tua˧˧bo˧˧sue˨˦
无头神	lə˨˦ tʰau˨˦ sin˨˦
无奇不有	bo˨˩ ki˨˩ bu˨˩ iu˨˩
无奈	buːnaj
无定着	mɔː˧tĩã˨˩tĩã˨˩
无常	pu˥˧siʊ˥˧ŋ˥˧
无形	m˥˩
无影无迹	mɔ˨˦ja˧˧ mɔ˨˦tsiaʔ˨
无情	lə˨˦tsĩŋ˨˩
无情无义	mau˨˩tsĩŋ˨˩mɤ˨li˥˩
无懈可击	bu˧˧hai˧˧ kʰo˧˧ kiaʔ˨
无所谓	pɔ˥˥bɔ˥˥
无效	ɤ˨˩˦ hau˥˥
无敌	bu˥˧ti˨˩ak˨
无时无白	bo˨˩˦si˨˩bo˨˩˦ pek˨
无机物	buːkibuːt̪
无毒	ˈœvʁ tˈɔ̃
无法	bo˨˩ xuat˦
无法度	bo˨˦ hʷat˦əʊ˨˦
无甜无味	bo˨˦ti˥˧ bo˨˦ bi˨˦
无用	b˨˦jˈʌŋ˨˦
无眠	ba˥˥bĩn˨˩
无知	buːtiː
无穷	m˥˥u˥˧kioŋ˨˦
无线	aˌswˈɛ̃
无线路由器	bu˨˩sŋ˥˥do˨˦ y˨˩pʰi˨˩
无耻	bo˥˩ti˥˥
无聊	bu˨˩liau˨˦
无要	bwˈaɪ
无视	bo˨˦si˥˩
无论	boːlun baːluːn
无谱	bpɔ˥˥
无路用	b˨˩˦l˧au˨˦ ĩŋ˨˩˦
无采工	bo˨˦tsʰai˥˧kãŋ˥˥
无锡	balsjak
无问题	bən˧˧ tʰua˧˧e˨˦
无闲	bo˨˩ uːi˨˩
无限	bu˥˧an˥˧
无限大	bu˥˧han˥˧tua˨˦
既然	tĩ˥˥lian˨˦
日	nˈeːt
日仔會	liɾa hue
日俄战争	liŋ˨˦ngɔ˨˦tsian˥˧tsian˥˧
日俄戰爭	tsik˦ nɔ˥˧tsiaʔ˨tsẽ˨˩
日做暝，暝做日.	n˩˩˦it˦tsʰue˥˥ mi˧˧ tsʰue˥˥lit˦
日元	dgːɔ̃n
日光岩	dik˦ koŋ˥˧ kam˨˩
日光灯	tient˦jau˧˧
日全食	lit˦tswan˥˥
日军	ɗip˨kwn˥˥
日出	lĩt˨˩ sjut˦˥
日前	dzit˦tsian˨˦
日历	ta˥˩n˥˩ɕ
日头	hrit˦˥ʔa˥˥
日子	bit˦tsi˥˧
日常	tˈi sˈɔ̃
日常生活	lit˦sioŋ˨˩sœ˥˥ʔua˨˦
日常表現	dit˦sioŋ˨˩piau˥˥ hian˨˦
日心說	li˥˧sin˥˥ sŋ˥˥at˦
日心说	li˥˧sin˥˥ sʰat˦
日时	dˈisˈi
日时走抛抛 暗时点灯膋	li˥˧si˥˧ tsaw˧˧ pʰa˥˥ pʰa˥˥ am˥˥si˧˧tiam˨˩tiŋ˥˥ laː˧
日昼头	lit˦tau˧˧ tʰau˧˧
日時	nˈe sˈi
日時毋通説儂，暗時毋通説鬼。	hi˧˧si˧˧m˧˧tʰaŋ˧˧sɛ˥˧ laŋ˧˧ an˥˥si˧˧m˧˧tʰaŋ˧˧sɛ˥˧ kui˨˦
日晝	lˈɪtˈɑː
日晝頓	mɪ̞tːältʊ̞ŋ
日晝頭	lit˦tau˧˧ tʰau˧˧
日晷	li˨˩kʰu˥˥i˥˧
日暮途远	lìp˨˩bo˨˩ tʰau˧˧an˥˧
日暮途遠	lib˦ bo˥˧ to˧˧uan˥˥
日曆	dˈaːtˈid
日會晏，人會散	tsik˥ ŋɔː˩˧ hɐi̯˨
日月	li˥˧guat˦
日月潭	ne˥˧gwat˦ tam˨˦
日期	nˈekːˈi
日本	tsip˦unˀ˥
日本人	tɕʰi˨˩pɔ˥˥laŋ˨˦
日本仔	li˥˩pʊ˥˥nɛ
日本国	lə- pˈɔ̃ koʁˈ
日本國	dˈɛpˌoːnˈkoɾ
日本走狗	sip˦un˥˧tsau˥˧kau˥˧
日本車	lit˦ pu˥˧in˥˥tɕʰia˥˧
日本鬼子	me pʊn uja
日清	lit˦tsĩŋ˥˥
日清食品	lit˦tsĩŋ˥˥ ʂipʰĩŋ˥˥
日照尻川	n˪it˦səɹ˥˥ kʰa˥˥ tsʰŋ˥˥
日环食	rik˦ kʰuan˥˥sit˦
日環食	rik˦kʰan˥˥sit˦
日用	dʑɯ
日积月累	zit˦tsip˦ue˧˧ du˧˧i˥˧
日立	di˧t̚˨˩p
日薄西山	sip˦pok˨se˥˧san˥˥
日記	ləkiː
日語	le˨˩˦gi˨˩˦
日记	tˈɛki
日语	dˈɛ
日軍	ɖɪfˈkʊn
日頭	sit˦ tʰau˧˧
日頭鏡	n˩˦it˦tʰok˨keŋ˧
日食	niː siːt
旦厝	tan˥˩tsu˨˩˦
旧	u
旧中国	ku˥˧tioŋ˨˦ kok˨
旧址	ku˨˩˦tɕi˥˥
旧年	kuːniː
旧车	ku˥˧tɕʰa˥˥
早	tso˥˩
早上	hĩ˥˥ kŋ˥˥
早去毋則通辦事志	saː˩˦m̩˨˩tsʰat˦tʰaŋ˥˥ tʰaːi˥˨tsiː˨
早安	ɟauzâː
早幾天	tsaːɐk koːiː liːb
早恋	tsa˥˥luan˨˦
早戀	tsa˥˥luan˨˦
早時	tsa˥˧˧si˧˧
早晏	tsa˧˥wɑŋ˨˩˦
早期	tsa˧˧ki˨˦
早熟	tsa˨˩˦siaʔ˨
早班	tsa˥˥pan˥˥
早茶	tsa˥˧ te˨˦
早起	tsai˥˧ kʰi˥˥
早頓	tsɑːt̪əŋ
早餐	tsa˧˥tŋ˥˥
早餐店的阿姨，都會問我:帥哥，你今天要吃什麼?	mei˨˩tsaː˧˧ teŋ˨ hek aː˧ː uː˨˦ lɔŋ˨˦ hɛ˨mɔː˧˥ waː˨ eŋ˨˩tauː˧˥ e˨˦ ni˥˩kiaʔ˨be˧˥ siat˥saː˩˦
旭川	siŋ˨˩suan˥˥
时代	si˥˧ ta˥˥
时候	si˥˧tsun˨˦si˥˧tsweɪ˥˧
时光	si˥˧koŋ˥˥
时刻表	si˥˧ keʔ˨ pi˨˦
时区	si˨˩ kʰu˥˥
时尚	si˥˧sioŋ˨˩
时差	si˨˩˦tsʰa˥˥
时态	si˥˧tʰaɪ˥˧
时期	sik˨˩
时机	siki˥˧
时空	si˨˩kʰoŋ˥˥
时节	si˥˧tsweɪ˥˧
时行	si˥˧kĩã˨˩
时装	si˨˦tsʊŋ˥˥
时辰	si˨˩sin˨˩
时迁	si˨˩˦tsʰian˥˥
时速	si˨˩sɔ˥˧
时针	si˥˧tsan˥˧
时钟	si˥˧ tɕĩŋ˥˥
时间	si˥˧ kan˥˥
时间段	si˥˧ kan˥˥ tŋ˨˦
旷工	hŋ˥˥kã˥˥
旷课	kʰɤ˥˩
旺	oŋ
旺來	ŋlai˨˩
旺季	oŋ kui
旺氣	hũŋ˥˥kʰu˥˥n
旺盛	ʔəŋ˥˥sinɣ˨˩˦
旺角	auŋ˨˦kap˥
昆山	kʰʊn˩˩˦san˩˩˦
昆明	kʰun˥˥ liŋ˨˩
昆虫	kʰun˥˥tʰioŋ˨˩
昆蟲	kʰun˥˥tʰioŋ˨˩
昇華	sin˥˥hwa˧˧
昇龍	sĩŋ˥˥lioŋ˨˦
昌	tɕʰũŋ˥˥
昌盛	tɕʰioŋ˨˩˦sĩŋ˨˩˦
明	lĩ˥˩
明仔暗	malaːʔam
明仔載	mia˥˧tsai˥˧
明军	bĩŋ˨˩kun˥˥
明君	miŋ˨˩ kun˥˥
明哲保身	hŋ˥˥ ti˥˧tʰaŋ˧˧ pe˨˩˦sin˥˧
明基電通股份有限公司	tseŋ˧ kʰiː˥ teŋ˨˩ tʰʊŋ˨˩kʰɔː˧˥ kʰuːn˨˩jiːu˧˥ hɐn˨˩kʊŋ˨˩siː˨
明天	bʁˈɪt
明太子	ĩŋ˨˩tʰai˥˥ tɕi˥˥
明察秋毫	miŋ˨˦ tsʰat˦tsʰiu˥˧ hɤ˨˩˦
明教	bĩŋ˨˩kau˥˧
明日	vi˥˩n˧a˥˧li˥˩
明明	m˥˩ kim˥˩ kim˥˩
明星	mĩŋ˥˥sĩŋ˥˥
明显	piŋ˧˧hian˥˧
明智光秀	bĩn˨˩ti˥˧ koŋ˥˥ siu˥˧
明月	bi˧˧ ngu˧˧at˦˥
明月清风	hŋ˥˥ uat˦sĩŋ˥˥ hʊŋ˥˥
明朗	miŋ˨˩ nõŋ˥˧
明朝	liŋ˨˦tiau˧˧
明末清初	hŋ˥˥mã˥˥tsĩŋ˥˥ tsʰu˥˥
明治时代	biŋ˨˩ti˥˩ tai˥˥
明治時代	ĩŋ˨˩ti˥˧ tai˥˥
明溪	bi˧˧ŋ˥˥kʰe˥˥
明白	hĩŋ˨˩ piã˨˦
明确	mĩ˥˥kʰak˥˥
明確	mĩŋ˨˩kʰak˥
明軍	bĩŋ˨˩kun˥˥
明辨是非	hŋ˥˥ tʰian˥˧ sũ˨˩hŋ˥˥
明顯	binhian
昏君	hun˥˥kun˥˥
昏迷	hul̪me̞
易經	i˥˧ak˨˩keŋ˥˥
易经	i˥˧ak˨˩ tiŋ˥˧
昔	se
星	tsi˥˥sĩŋ˥˥
星体	sin˥˥tʰe˥˥
星塵	sin˥˥tin˨˦
星宿	sin˥˥siu˨˩˦
星尘	sĩŋ˨˩tin˨˦
星巴克	sĩŋ˨˩paː˧˧kʰiã˨˩kʰe˥˥
星座	tso˥˩
星期	sĩŋ˨˩ki˧˧
星期一	fɑ˥˥iː˧˥
星期三	ai̯saː
星期二	pa˥˥i˥˧li˥˩
星期五	faːi̯˧kɔː˧
星期六	ne˥˥ta˥˩i˨˩˦nɑŋ˥˩ta˥˩i˨˩˦nɑŋ˥˩
星期四	fai˥˥ siː˥˧
星期天	dˈɛ paˈeˈliˈ
星期日	paːiː diː˧
星球	sin˥˥ kio˨˦
星系	sin˥˥ he˥˩
星辰	sin˨˩sin˨˩
星體	sin˥˥tʰe˥˥
春	tsʰin˨˩
春分	tsvnˀhvn
春卷	tsʰun˥˥ kŋ˥˥
春夏秋冬	tsʰun˥˥hæ˥˥tɕiu˥˥taŋ˥˥
春夜喜雨	tsʰun˥˥aʔ˨ hi˥˥u˥˥
春天	tsʰun˥˥tʰi˥˥
春季	nkue
春宵苦短	sũn˥˥siau˥˧kʰɔ˥˥te˨˩
春晓	tsʰun˥˧hĩ˥˥au˥˧
春曉	tsʰun˥˧hiau˥˧
春望	tsʰun˥˥ mʊŋ˥˩
春江花月夜	tsʰun˥˥ kaŋ˥˥ hwa˥˥ wat˦iaʔ˨
春秋	tsʰuən˥˥tsiu˨˩
春秋五霸	tsʰun˥˥ tɕiu˥˥lɔ˥ pa˨˩
春秋战国	tsʰun˥˥tɕiu˥˧tsian˥˥kok˨
春秋戰國	tsʰuiŋ˥˧tsiu˥˧tsian˥˧kok˨
春節	sʰun˥˧tsit˦
春节	tsʰuŋ˨˩ʈʂian˨˩
昨天	t̚˨˩aːrt̚˨˩
昨日	tsa˨˩a˨˩lĩ˨˩
昨暗	tɑːm
昭	tɕiau˥˧
昭和	tiau˥˧ʂu˨˩
昭和时代	siau˥˧ ho˧˧˧si˨˩ta˥˩
昭和時代	tsiaʊ˨˩ho˧˧˧si˨˩ta˥˩
是	se
是不是	si˥˧
是谁	si˨˩ɕjɛ˥˥
是谁抢走了我的麥克風，没关系，我还有我的喉咙	li˥˧tĩã˥˧tsĩã˥˧ ua˥˧ ki˥˥ pek˨ hʊŋ˨˩ poʔ˨tsõː˥ ni˧˧ wã˥˥ hwa˥˥ ua˧˧ kaː˥ ai˥˩leŋ˨˩
是非	si˥˧hi˥˥
昱衡	joʊ˨˩˦hĩŋ˥˥
昶	tɕʰioŋ˥˥
昼夜	tiu˥˧ɕ
显	tʃiɛn
显卡	pian˨˦ kʰa˥˥
显微镜	hian˥˧mi˥˧ kĩã˨˩
显性基因	hian˥˧sĩŋ˥˧kin˥˥
显示	tʰian˥˥sik˥
显示器	hœn˧˥ɕi˥˥ kʰi˥˥
显著	hian˥˧ti˨˦
显赫	tʰjɛn˨˩˦ɕjɑʊ˥˩
晁	tiau˥˧
晁盖	tiau˨˦kaʰ˥
晁蓋	pliau˨˦kaʰ˥
時	f
時代	si˨˩ ta˥˥
時代力量	tɕit˦tai˥˧li˨˩io˥˧
時候	si˥˧tsun˨˦ si˥˧tsweɪ˥˧
時光	si˨˩koŋ˥˥
時光機	si˨˩koŋ˥˥ki˥˥
時區	si˨˩ku˥˥
時尚	si˥˧sioŋ˨˩
時差	si˥˧tsʰa˥˥
時態	si˥˧tʰaʔ˨
時期	si˥˩ki˧˧
時機	siki˥˧
時空	si˨˩kʰoŋ˥˥
時節	si˥˧tsweɪ˥˧
時行	si˥˧kĩã˨˩
時裝	si˨˦tsʊŋ˥˥
時辰	si˨˩ sin˨˩
時速	si˥˧sok˨
時遘便直	si˥˧ kãu˥˧pian˥˧tit˦
時遘時直	si˥˧kɔ˨˩ si˥˧kit˦
時遷	si˨˩tsʰian˥˥
時針	si˥˧tsan˥˧
時鐘	si˥˧ tɕĩŋ˥˥
時間	si˥˧ kan˥˥
時間表	si˥˧ kan˥˥pio˨˦
晃悠	xwan˥˥ɪn˥˥
晉	tɕiŋ˥˧
晉國	tsĩ˥˥kok˨
晉江	tjin˨˩ ka˥˥
晉江人	tsin˥˥ kaŋ˥˥ lɑŋ˨˦
晉江大橋	tsin˥˥kaŋ˥˥tua˨˦ kio˨˦
晉江市	tsĩ˥˥ kaŋ˥˥ tsʰi˧˧
晉江機場	tsĩ˥˥ kaŋ˥˥ ki˥˥tioŋ˨˦
晉江縣	tsĩ˥˥ kaŋ˥˥ koĩ˥˥
晉級	tsiŋ˥˧kʰi˥˧p̚˥˩
晋升	tsĩŋ˨˩sĩŋ˥˥
晋国	tsĩ˥˥kok˨
晋安区	sin˥˥an˥˧ kʰi˥˥
晋江	tsĩ˥˥ kaŋ˥˥
晋江人	tsin˥˥ ka˥˥ naŋ˨˦
晋江县	tsiŋ˥˧kaŋ˥˥ koĩ˥˧
晋江大桥	tsin˥˥ koŋ˥˧tua˧˧ kio˨˦
晋江市	tsĩ˥˥ kaŋ˥˥ tsʰi˥˥
晋江机场	tsĩ˥˥ kaŋ˥˥ ti˥˧tiu˨˦
晋级	tɕin˥˥kʰi˨˩p̚˨˩
晏	aɟ
晏睏	ŋkʰun˨˩
晕车	tʰiŋ˨˦sia˥˧
晚	ua
晚上	muan˨˦sioŋ˨˩ a˥˥mi˧˧
晚期	bʰi˧˧an˥˧ ki˨˦
晚輩	buan˥˧pɔ˥˥e˥˧
晚辈	muan˥˥pʰəhə˥˧
晚頓	anˈtɑŋ
晚餐	amdãŋ
晝夜	tiu˥˧ i˥˩
晟養	tɕʰa˥˥tɕʰa˥˥
晦气	bo˨˩e˧˧sit˦
晨曦	sĩ˥˧
普	pʁɛ̃
普及	pʰokʰip̚˨˩
普宁	ko˥˩ːn˩˩˦u˥˩
普寧	pʰu˨˩lĩŋ˨˩
普查	pʰɔ˨˩˦tsa˥˧
普渡	tʰɔ˥˥tʰoʊ˥˨
普罗米修斯	po˨˦ lo˧˧mi˧˧siu˥˧si˥˧
普羅米修斯	pʰoʔ˨˦toʔ˨si˧˧
普賢菩薩	pʰuː˧hian˨˦ pʰuː˧sat˦
普贤菩萨	pʰuː˧hian˨˦ pʰou˨˩sat˦
普通	pʰɔ˨˩˦ tʰoŋ˥˥
普通人	pʰɔ˥tʰʊŋ˨˩laŋ˨˩
普通科	pɔ˥˥tʰʊŋ˨˩˦kʰɤ˧˥
普通话	pʰoʔ˨tʰʊŋ˥ʔuei̯˨˩
普遍	pʰɔ˨˩pʰi˨˩an˥˩
普陀山	pʰau˨˩tɔ˨˩sa˥˩ua˥˧
景	kĩã˥˥
