1	tjˈe
最長久	tsʰua̯˨˩i˥˧n˥˥ʈʂʰɔːŋ˨˩
會	voj
會昌	feɪ˥˩
月	ɲe
月亮	nˈɛlɨw˧
月光	n˩˦eː˧˥kɔːŋ˧˧
月光下	n˥˥kwɔːŋ˨˩ ha˨˦
月光光	ne˧˥kɔ˧˥kɔ˧˥
月光光秀才郎	jɐt̚˥kɔːŋ˧˥
月光恋	ni˥˧ok˨kŋ˥˥lian˥˧
月光戴欄	n˥˥a˥˧ kŏŋ˥˥tai˥˥lan˥˧
月光生毛	njak˨kũaŋ˨˩sau˥˧mau˧˧
月光饼	ni˥˧ekom˧˧p˥aŋ˥˧
月出	mʂuən˧˥
月初	n˥˥e˨˦tsʰu˥˥
月头	lə tˈɛʁ
月影下	n˥ːa˥˧ jâŋ˨˩ha˥˧
月朔	nʲa sɔ
月色	nʲæ sæ
月華	nɛdvɑ
月華姊	n˩˩˦at˥˩ faː˥˩tiː˨
月震	nʲe tʂɨn
月食	niəp˥
有	u
有《周易》	iu˨˩tɕjoʊ˨˩˦i˥˩
有一回	jyː˩˧ jiːp̚˨
有人	iu˨˩˦nˌiːn˥˥
有何贵干	ruβ̞oaː kɾiːkaːn
有來有往	joʊ˨˩˦na˥˩
有兜	dʒuɫdɛu̯
有凤来仪	tʁiŋ˨˩lɔːj˨˩niː˨˩
有利可图	ɔːlik˥˥
有利可圖	io˨˩li˥˩kɔ˨tu˨˩˦
有功	iu kʰũŋ
有口无心	jɐu̯˨˩mou̯˨˩siːn˧
有口無心	iu˨˩hi˧˧u˧˧fu˧˧sɪŋ˥˧
有口無行	joʊ˨˩ heʊ˥˥ u˨˦ haŋ˨˩
有头无尾	jʊ̃tʰʊ̃mʊ̃mʊ̃i
有始有終	joʊ˥˩tsʰɯ˥˥jjoʊ˧˥tsʊŋ˥˥
有始有终	joʊ˧˥tsʰɯ˥˩ joʊ˧˥tsʊŋ˥˥
有宋世	jɯ˨˩˦ sʊŋ˥˥ sɯ˥˥
有害無益	luː hɔːj buːɾ
有形	io˧˧in˧˧
有怪莫怪	hiu˨˩ka˥˥mok˨ka˥˥
有恃无恐	joʊ˧˥ sɯ˥˥  kʰʊŋ˨˩˦
有意思	ɕʈi˥˥sɯ˧˥
有所谓	iu˨˩so˥˩wi˧˧
有把握	lɔːpɔːwɔːk
有效	e˨˩w˧ʔa˥
有教无类	ʒˈu kˈaʊ vˈu lˈuɪŋ
有时	si˥˧
有机化合物	la tˈə kˈɑsˈeɪn˥˥sɑŋ˥˥tai˧lɑŋ˧t̚˥˩wx˥˩tɕʰy˥˩ʐɤŋ˧˥ʐoʊ˥˩ tʰoʊ˥˩ʈʂʰɔ˧˥ʈʂʰɔ˧˥pʰɔ˥˩ l
有机可乘	liu˥˧ki˥˧kɔ˨si˥˧n
有机质	i˨˦ki˨˦tsik˨
有来有往	jeʊ˨˩˦ la˥˥ joʊ˧˥kɑŋ
有機可乘	ju˥˧ki˥˧ kɔ˥˥ sin˨˩
有毒	jy˨˩˦ tʰɤ˧˥
有求必应	io kioŋ pient
有求必應	iu˥˧piu˥˧jin˨˩
有点	hio˨˩tiam˥˧
有為者	ɪu˨˩˦  ʈsɑ˥˥
有理数	lu˨li˨˩˦ʂɚ˥˩
有用	jɯ˨˩˦jʊŋ˥˥
有的放矢	tsu˨˩˦ti˨˩˦tsuɨ˩˦fɑŋ˥˥tsy˥˩
有益于	ɪu˨˩˦i˥˩
有空	iu˨˦kʰʊŋ˥˥
有罪	tsweɪ˥˧
有色	jˈu sˈɛd
有色金属	tsiu˧˧sik˦ kim˧˧ sĩu˨˩
有赖于	u˨˩˦laɪ˥˩i˨˩˦
有閒	jʊ˨˩˦ hãn˨˩
有问必答	iu˥˧mun˥˧ pit˨˩tʰaŋ˨˩
有限元	jʊ̞ʊ̞hʊ̞nɪ̞ɴ
有頭無尾	ˈjuːtɪvˈˈʌvmˈuj
朋友	peɾju
朋友圈	hɪn juː hˈæn
服务	fou˥
服务业	fuglɛn
服役	fɔː iː˩˦
服薬	fʊŋ˨˩˦kɔ˨fɔ˧˥
朗讀	lɔːŋ˨˩tʰɯ̀k˥
朗诵	lɑŋ˨˩˦tʰuː˨˩˦
朘	tsɔi˥˧
望	mˈɑ̃
望其项背	mˈɔ̀ːkijˈˈoŋˈpɔːˈiː
望尘莫及	mɔːŋ˧n˨˩ʔok̚˨˩tʰip˦
望月	moŋ˨˩e˧˥
望梅止渴	mɔːŋ˥˥mɔːŋ˥˥tsit˦hɔːŋ˨˩
望洋兴叹	ŋ˥˥hĩn˥˥tʰan˥˥
望穿秋水	hŋ˥˥tsʰʰan˨˩ tsʰiu˧˧ suːi˨˩
望而生畏	mõŋ˥˥sãŋ˥˥tsit˦
望闻问切	mũ˨˩an˨˦ mun˥˥tsʰian˥˧
朝三暮四	sa˥˩muːˈsid
朝京门	tɕʰy˨˩˦ tsiŋ˨˩˦ mon˨˩˦
朝代	tsʰaːw˧˧tʰaj˥˥
朝夕	tsau˨˩siːt˥
朝日新聞	tsaʊ˨˩nit˦ sin˨˦lyn˨˦
朝晨	sœ˧˥ seŋ˨˩
朝晨头	tsau˧˧sin˨˩tʰiu˨˩
朝辰頭	tʰiːu̯˨˩
朝阳	tsʰaːvjoʔ˨˩
朝鮮	tsʰi˧˥sian˥˥
期	tʃi˥˩
期刊	kʰiː˧˥ hɔːn˧˥
期待	kʰi˧˧ tʰɔːj˥˥
期满	ki˥˧man˥˧
木	mˈɔ̃
木刻	muːk˨ke˥
木匠	mok˨ɕjɑŋ˥˥
木寇山	muk˨
木工	mukˌum
木料	mok˨liau˥˧
木星	mik̚˨siːŋ˧
木村	mok˨tsʰu˥˥bɤn˧
木棍	mɔ˥˥kuən˥˧
木箱	mok˨sioŋ˨˩
木耳	mokːn˧iː˧
木金土	mankim˨˩tʰ˥ʊk˨˩
未	mui
未尝	tʃiː˨
未有	vˈi ˈaɪ
未雨绸缪	gu˨˩˦i˥˩ i˧˥kɤ˥˩ ʂu˨˩˦miu˨˩˦
末了	mã˥˥liau˨˦
末代	mat˦a˥˩
末年	mat̪nʲan
本	pɯ̞n
本人	pʊŋ˥˥in˥˩
本位	pʊln
本想	fˈunkˌɛ
本文	pwnɣ̞un
本月	puːngɛ
本末倒置	pun˥˥ma˥˧ tau˨˦ tsu˥˧
本着	bɔːn˨˩
本职工作	mun˥˥tsit˦ tuŋ˨˩tsok˨
本能寺	pʊŋ˥˥i˨˩˦an˥˩ sɯ˥˥
本质	kʰun˥˩ dzit˦˥
本身	panʲiʂi
朱	dʑi˥˩
朱占标	tsy˥˧tsian˥˧ pi˨˦
朱哲琴	tu tɕak
朱庆余	tu˥˩ ke˥˩n˥˥
朱德	tɕˈˈuk˨ˀˀ˥tʃʊ˥˥tʃ˥˥
朱熹	tsu˥˧
朱芳雨	ʈʂu˥˥fɤŋ˧˥ʐɚ˥˩
朱蒙	tsu˨˩˦mʊ˨˩˦
朳哩	pʌtlʌ
机会	ti˥˩foi˧˧
机关	kean
机关枪	ti˥˧ kan˥˥tsʰiong˥˥
机动	ki˥˧tʰʊŋ˥˥
机床	ti˥˧tsʰoŋ˨˩
机舱	ki˥˧tsaŋ˥˧
杀菌	sa kun
杂乱	tsʰak˨˩lɔːn˥˩
杂剧	sap kĩã˥˥
杂志	tsʰapːtsʰɯ̄ː
杂种	tsʰap˨˩tsʊŋ˥˥
权利	pˈɛnli˪
杆菌	koŋ˥˥tʰun˥˧
杈	tsʰa˥˥tsʰa˥˥
杉	tam
李	liː
李世民	pliː tsuː
李代桃僵	li˧˧tʰa˥˧tioŋ˨˦
李光耀	li˥˧kɔ˥˥ɑ˥
李华	li˨˩˦fa˨˩˦
李嘉图	ligato
李尚禹	li˨˩sɑŋ˥˥ i˥˩
李屹博	li˥˧ nhat˦ hɔ˧˧
李建枢	li˥˧ gen˨˩˦tsu˨˩˦
李德裕	liːtəliː
李忱	iː˧˧ si�m˥˩
李惠堂	li˨˩˦feɪ˥˥tʰɤŋ˧˥
李敏镐	tɕi˥˥y˧˥ʈʂʰɑŋ˥˩
李时珍	li˥˧si˧˧ tɕʰi˧˥
李显龙	li˥˩sian˨˩lɔ˥ŋ˧˥
李根	liːkən
李民浩	lì˧˥ hàu˥˥
李河君	li˨˩ʔau˨˩n˥˥
李治廷	li˨˩˦ʈʂɚ˥˥tɪŋ˨˩˦
李登輝	li˨˦ten˥˧ fu˧˧i˨˦
李白	lˈiːt˧p˥˥
李益	li˨˩˦
李碧月	lɪˌˈpi˥˧ næ˥˩
李端	hĩ˥˩tɔːn˥˧
李紈	li˥˩an˨˩˦
李紋	li˥˩vən˧˥
李綺	li˥˩kʰi˨˩˦
李绅	t̚˥˥sin˨˩˦
李美珊	li˥˩mu˥˩isaj˥˩
李群玉	li˥˧ kio˨˦ nɔ˥˧
李贺	lɪ˨˩˦fɔː˧
李郢	i˥˥tsʰɪŋ˥˥
李金发	li˥˧kioŋ˨˦fan˨˦
李顯龍	li˥˧ siaŋ˨˦
李鵬	lip˦˥ŋ˧˧
李鹏	li˥˩pʰi˧ən˧˥
杏仁	hɛːn˥˥ɪn˥˧
杏雨梨云	hẽ˥˥i˨˦ li˨˦jɔn˨˦
材	tsʰɒi˨˩
材料	tsʰai˥lau˧
村	tɕʰuːn˨˩
村上春樹	ʈʂʰuən˧˥sɔŋ˥˥ʈʂʰuən˧˥ʂu˥˥
村民	tsʰun˥˧meɪ˧˧ ʰan˥˥
杜	tuː
杜文杰	tʰʁ˥mun˧kiat˦˥
杜牧	tu nˈɔ̃
杜甫	tupup
杜荀鹤	sũŋ˨˩hʊŋ˥˥
杜鲁门	tʃiːzi lɔlɔmɔni
杞人忧天	ti˥˩n˥˥tʰian˥˥
束帶矜莊	ʂʊŋ˨˩˦aɪ˥˥kɪn˥˥tsɑŋ˥˥
束手无策	tsʰuk˨si˧˥uː˩˧tsʰak˥
束腰	ʃok˨ jao˥˥
条子	tʰjɛ˨˩˦tsɯ˥˥
来之不易	ɑi˥˥ʈʂɚ˨˩˦ pɤ˥˩i˧˥
来人	lɔːj˧n˧
来到	laːˈjˈto
来历	lɔːi˨˩li˥
来历不明	lɔjˈlɤk˥ pʊ˥˩t˥ mĩŋ˧˥
来去	lɔːj˨
来客	lɔjkʰa
来宾	lɔːj˨˩ pʰing˥˥
来日	lɔj˥˩ŋit̚˨˩
来访	lɔːa˥˧fɔːŋ˧
来说	lo˥˩e˨˦suat˦
来龙去脉	lajlion˨˩kʰui˥˩maː˧
杨	jɑŋ
杨勇	jʊŋ˨˩˦jʊŋ˥˩
杨巨源	ioŋ˨˩ki˥˥ njan˨˩
杨村	ioŋ˨˦tsʰun˥˥
杨柳	joŋ˨˩lɪu˥˩
杨炯	hjɔːŋ˨˩kʰeː˧˥n˥˥
杨虎城	jʊŋ˨˩˦fu˥˩ɕjɑŋ˨˩˦
杭州	hɔːŋ˧˧tsiu˥˧
杯	uːj
杯弓蛇影	pɯ˥˥e˨˦ aŋ˥˥sat˨ja˥˧ŋ˥˥
杯水车薪	sui˥˧satʰa˥˧sin˨˩
東	tɔ̃ŋ
東京	tũŋ˧˧kĩ˥˥
東倒西歪	tʊŋ˨˩tʰau˧˧si˧˧ ŋao˧˧
東北	ʒˈɛnʃi ʁɤŋˈʃiːˌeɪˌxʊŋ˥ˈsxʊˈˈʃuː˧
東北方面軍	tũŋ˧˥ pʰa˥˧ miŋ˥˧ gən˧˧
東夷	tʊŋ˨˩˦li˨˩˦
東平洲	tʊŋ˨˩˦pʰɪn˨˩˦tsu˨˩˦
東方	tʊŋ˨˩fɔːŋ˥
東方心綺樓	tʰʊŋ˨˩fɔːŋ˧˥ siːn˧˥ki˧˧liau˨˦
東施效顰	tʊŋ˨˩˦ʂɚ˧˥hɑʊ˥˥pʰɪn˨˩˦
東洋人	tʊ̃˨˩m̩˨˩˦rɔːn˧˥neɪ̯˩˧
東源	tsʊŋ˨˩˦jɛn˨˩
東莞	noŋkwankoŋ
東萬律	tʰũŋ˨˩ wan˥˥li˨˩
東西	tʰʊŋ˨˩si˧˧
東西二京	tʰŋ˨˩ si˥˩ ikin˥˥
松下	tioŋ˨˩hã˥˥
松下幸之助	ʈʂʰʊŋ˨˩˦ʂɑŋ˥˩tɕjɛn˥˩ʈʂʰwɑŋ˥˩
松口	sʰŋ˥˥ heʊ˥˧
松散	sũŋ˨˩san˥
松林	tsʰioŋ˨˩lim˨˩
松樹	tsiŋ˨˩ɕy˥˥
松花江	sioŋ˨˩fa˨˦kɔ˧˥
松软	sũ˨˩ŋ˥˥nɔːn˥˧
板上	pan˥˥sœ˥˩ŋ˨˩˦
极	tɕip
极乐世界	kʰiːtl˧ofuː˧kaj˥
极有	tʰiː˥˧ɚ˨˩˦
构件	kio˥˧
构成	tʃi u saŋ
枇杷晚翠	pi˥˧pa˥˧ man˥˥tsʰui˥˥
枋	pjoŋ
林	lˈioŋ
林丹	lŋ˨˦tan˥˥
林全	li˥˩m˥˥ tɕʰjɛn˥˥
林则徐	lim˨˩tsik˦ tsʰi˨˩
林加拉语	lɪm˧ kaː˥˩ ɛːlaj˧
林夢	lim˨˦mʊŋ˥˥
林村	n˨˩˦im˥˥tsʰun˥˥
林林	lɪ̞m˨˩lɪ̞m˥˩
林瑛	lɪŋ˧˥jin˨˩
林生祥	lœŋ˨˩san˥˩ɕjʊŋ˧˥
林立	limblɛp
林紅玉	lĩn˨˩fʊŋ˥˥ njoʊ˥˩
林黛玉	tiən˨˦ tʰi˧˧ njuŋ˨˦
果	tɨ
枝	ki˥˥
枝上	tsi˥˧ ɕjɑʊ˥˨
枝头	kʰiː˧˥ tʰeuː˨˩
枢	tuː
枢纽	tsʰu˨˩niu˥˩
枣	tso˥˩
枨	tɛːm
枪毙	ʈʂʰɑŋ˧˥pi˥˩
枯竭	kʰt̚˦˥
架势	tɔ̀ːkʰʃa
柄	pˈɪŋ
柏塘	pã˥˥ tʰɔ˨˦
柏塘镇	paktʰɔːŋ˧
柏林	pa˥˥lɨm˨˩˦
某	miu˨˩
某些	meŋ˨˩˦u˥˩sia˥˧
某人	meː uːnjɛn
某地	morti
某种	mi˥˧
柑哩	gaːmleː
染上	njɛmdɔm
染料	n˧iam˨˩l˧euː
柔情似水	ju˨˩˦ tɕʰɪŋ˨˩˦tsɯ˥˥ʂweɪ˥˩
柘榮	tsia˥˥jʊŋ˨˩˦
柘荣	tsiaʔ˦joŋ˨˦
柜子	kʰe˥˥tsɯ˨˩˦
查	tsa˥˥
查处	tsʰu˥˥
查理	tsʰa˨˩˦li˥˩
查看	tsa˥˧kʰɔːn˥˥
查阅	tʃɑnvæ
柱	tuː
柱头	tɕʰi˧˧ tʰɤ˧˧
柳	lˈio
柳京饭店	liu˥˧kin˥˧ fan˥˧ piaŋ˥˧
柳城	liu˨˦sɐŋ˥˥
柳州	liu˨˩ʐiu˥˩
柳条	˩˨˦ljɛː˧˥tʰaː˥˩
柳江	liu˨˦kõŋ˥˧
柴	tsʰai˨˩
柴可夫斯基	æiːkofuː suːkiː
柴油机	tsʰtokʰu˥˥
柴火	tsaːi˧˧fɔː
柴田胜家	sɐi˨˩tʰjɛn˨˩ siŋ˥˧ka˥˥
柵	tso
柿子	tsɯ˥˥tsɯ˥˥
柿花	ʂɚ˥˩fa˧˧
柿饼	se˨˩˦piaŋ˨˩˦
标准	peʔtyn
标准客家话	jɑʊ˨˩˦ʈn˥˥ ha˧˧fa˧˧
标准工资	ljoʊ˨˩˦tɕyn˥˥
标准态	pʰi˧˥a˥˧tsuin˨˩tʰa˥˧
标出	mioʊ˨˩
标致	pe˨˩˦tsi˥˧
栉风沐雨	fɔ˥˥
栋	tɔ̃
树大根深	su˥˧tʰaʔ˨ keŋ˥˥tsʰin˨˩mi˥˧
栗	le
校园	kau̯jɐm
校舍	hɑʊ˨˩˦ɕ˥a˥˥
栩栩如生	ti˥˥ i˨˦sǎŋ˥˥
样样	jojo
核准	etjˈyn
核卵	hɑ˥˩p˥lɔ˨n˧
核定	hǎ˥˥tʰiːn˥˥
核桃	het̪ta˨˩
核武器	hɐi˨mou˥˩
核酸	petsʲon
根	kĩːn˥˥
根地咬	kĩ˧˥ tʰi˥˥ niau˧˧
根本	kian˨˩pun˨˩
根深蒂固	tʃe tʃim tʃi
根部	kən˨˩pʰu˥˥
格物致知	ka˥˥mui˥˧tsi˥˧ti˥˧
栽植	tsʰat˦
桀骜不驯	kʰat˦˥ŋ˥˥˧au˥˧pue˥˩ xian˨˩
桂	kui
桂东	tʊŋ˨˩˦
桂南會戰	tʰi˥˥laŋ˨˦ fi˥˧tsan˥˩
桂南片	kʰi˥˥ na˥˧m˥˥pʰi˨˩˦an˥˧
桂平	koːjˈpiː
桂月	oj nʲa
桂東	kui˥˧tʰoŋ˥˧
桂花	bɹˈaɪnzˈɑ
桂阳	fui iɣo
桂陽	kʰui˥˧ jɔn˨˩
桃之夭夭	tɕjɛ˨˩˦ tjɑʊ˨˩˦
桃园	tʰau˨˩ i˧˥an˥˧
桃园结义	tʰʰoʔ˨˩ iən˥˧ kian˥˥ni˥˧
桃園	tʰʊːlɑːn
桃園市	tʰʰoʊ˨˩˦ iən˥˩ sɯ˥˥
桃子	tʰɑʊ˨˩˦tsɯ˥˩
桃源	tʰaːʋ˥˩ɛː˧˥
桃花	tʰou˥˩fa˥˥
桃葉	tʰau˨˩˦ja˥˩
桃金娘	tʰau˨˩ kioŋ˥˧ iu˥˧
桃驳李	tʰau˧˧pɔːk˥ liː˨
桃驳果	tʰaw˨˩pɔ˥˥kɔ˧˧
桐花	tʰʊŋ˨˩˦fa˥˥
桐花祭	tʰɔ̀ŋ˨˩ a˥˥tsi˥˧
桑	sõŋ˥˥
桑叶	fou˥
桑哩仔	sɔːŋ˧˥jyː˩˧
档	tɑ̃
桥东	kʰiaʊ˨˩tʊŋ˥˥
桥头	kʰauː˧tʰiuː˨˩
桥头镇	kʰiaʊ˨˩tʰiu˨˩tsĩŋ˥˧
桨	tʃaːm
梁	lĩãũŋ
梁宗岱	lĩŋ˨˩tsʊŋ˥˥tʰai˥˥
梁羽生	ljoʊ˨˩ i˥˧sã˥˥
梁靜茹	lœŋ˨˩˦ si˥˩
梅	mˈaɪn
梅兰芳	mɔːi˧˥ nɔːŋ˧pɔːŋ˥
梅县	mǎʔjɛn
梅县话	mua̯j˨˩an˥˥va˥˥
梅城	mɔsâŋ˨˩
梅州	mig ts˨u˨˩˦
梅州客家話	m̩˨˩e̞i̯˨tsuː˧˥ haːk̚˨ kaː˧ faː˧
梅州市有四县	mɔː˩˧tsuː˨jɐu˨˩ siː˥ jɐn˥
梅江	mɔ˥˥ kõŋ˨˩
梅縣	moɪ˥˩ʒan˨˩
梅縣話	tianxu˧˥ tt˥tsɯ˥˩ la˥˥ʂu˨˩˦ tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
梅菜扣肉	mɔː˧tsʰoi˥˧ hiuː˧
梅赛德斯 奔驰	moi˨˦soi˥˧tetsuæ˥˥ sĩ˥˥uən˧˧ tɕjɛ˨˩˦
梗	kãŋ
條	tʃao
梦幻	mɔː fˈaŋ
梦幻泡影	man˥ʔfn˥˩pʰaː˥˥ɔːjaː˧ŋ˧
梦见	lɔːŋ˧˥kian˨˩
梦里	mũ˨˩˦li˨˩˦
梧州	m tsiu
梯	tʰɔː˧j˧
梯子	tʰɔ̀ːj
梯田	tʰiən˧˧
检修	kiamsiw
检察	kiam˨˩ sa˥˩
检查	kel˨˩m˥˩tsa˥˧
检测	kiam˨˩ tsʰan˨˩
检疫	ke˨˩a˥˧m˥˩
棂窗	lĩŋ˨˩tsʰʊŋ˥˥
棉布	mi˥˧n˨˩tʰoː˨˩
棉蘭	lian˨˩ lan˧˥
棉被	mjɛn˨˩˦pʰi˥˥
棋逢对手	tʰi˧˧pʰŋ˨˩tʰi˥˥siu˥˧
棒槌	pŋ˥˥tsʰue˥˧
棕	tʃoŋ
棕榈岛	tsʊŋ˨˩˦li˧˧tau˨˩˦
棚子	tʰaːn˧
棠梨	nɔŋ˧riːm˧
森	sem
森林	senlim
森美蘭	tɕʰi˧˥
棯子	niaŋ˨˦tsue˥˧
棱镜	liam˨˩kiam˨˩
植	tɕʰiː˨˩
植树	tɕʰi˥˩
植树造林	tɕʰi˧˧tsʰau˨˦ lim˥˩
植物	sitwˈit
植被	tsʰɤ˥˩pi˧˧
椭圆	tʰɔː˥jɛn˨˩˦
椭圆形	tʰɔ˥˥ jiən˥˧ɕin˨˩˦
楊梅	ʒɑnmaj
楊梅係台灣桃園市一隻頭擺生當多楊梅樹个地方。	hɐi̯˨tʰou̯˨ tsɐt̚˥hɐi̯˨sɔːŋ˨ tɔː˥kɔː˧
楚	tsuː
業	ɲːa
楮	ʈʂu˥˩
概	kɔʝ
概况	kʰɔː˧
概念	ka̠jman
概括性	ai̯koksin
榄哩	laːm˥˩liːˀ˩
榆树	i˨˩˦ʂu˥˥
榕城	hioŋ˨˩sa˥˩ŋ˥˥
榜	pɔŋ
榮	ʒˈʊnˈ
槐序	fai˨˩ si˥˧
樂	lɔ
樂器	loki
樂昌	lɔ˥k˥ tsʰaːŋ˨˩
樂浪	lɔːk˧lɔːŋ˧
樂隊	nˈɔ̃ tˈu
樓閣	lɛukˈa
樟木头	tʰiː˧˥
模型	mɔː˧
樣	joŋ˨˦
横县	wɑŋ˧˥ jen˥˥
横屋	aŋ˧˧ vuk˨ˀ˩
横岗	aŋ˨˦kɔ˧˥
横峰	kŋ˨˩˦ tʊ˥˩
横浜港	wãŋ˨˩ pĩ˥˥ koŋ˨˦
横琴	fɑŋ˥˥tɕʰjoʊ˧˥
横眉冷对	wǎŋ˧˧mai˧˧ lan˨˩˦ tɵy̯˧
横行霸道	wɑŋ˧˥ haːŋ˥˥ pa˥˥tʰa˥˥
樱木花道	muk̚˨
樵	tʃao
橋邊	kʰiau˥˧pan˥˥
橘	tan
橘子哥	kitsːuk˨a˥˧
橙	tsaŋ˥˧
橙子	tsu˥˩
機	kʰi˥˩
橫峰	tŋ˨˩fʊ˥˥fɤŋ˥˥
橫眉冷對	faŋ˥˥mi˥˧laŋ˥˥tʰy˥˩
橫縣	sǎŋ˨˩˦jɐn˥˥
檀君	an˨˦un˥˩
檐蛇	ja˥˩m˥˩sa˥˩
檳城	pʰiːn˥˥sɐuː˩˧
櫻	tɤ˧˥
櫻木花道	fa˨˩
欒	lɔk
次	sɯ
欢	pʰo̞an
欢乐谷	fɔːnˈɔːkɔ
欢呼雀跃	wan˥˥fu˧˧ tɕjɑʊ˨˩˦
欢喜冤家	kɔːn˥˩tʰiːʰʔriːn˩˩˦k̚˦˥aː˧
欢笑	fɔn˥˥ɕjɑʊ˥˥
欢聚一堂	pɔ˥˥ tɕi˥˧it˦ tʰɔ˥˥
欢迎	f˧˥�ʔn
欣慰	pʰiː˧˥œ̃˧nw˥˩ɕj
欣欣向榮	tʃyn˨˩tʃyn˨˩hĩŋ˥˥
欣欣向荣	ɕʰɯ̀˨anʔʔj˥˩aʔ˨
欧洲	eww˧˧
欧阳	ew iɔm
欲擒故纵	tʰim˨˩ fu˥˧tsʊŋ˥˧
欲盖弥彰	jok˨ka˥˥e˨˦liŋ˨˦tsʰɔ˨˦
欲罢不能	apaː putniː
欲說還休	luk sot̚˨˩pan˥˩hɐ
欺侮	siɛ
欽州	kiŋ˥˧tsiu˥˧
款式	fɔːnˈsɐn
歉意	kamˈgi
歌	kaː
歌剧院	kʰɤ˧˥ tʰiã˨˩ rŋ˥˧
歌姫	ko˥˥ki˨˩
歌德	qɒhɒta
歌手	po˥˩siu˨˩
歌舞伎役者	hɔːŋ˧uː˧kiː˥˧ʔit˦tsaŋ˨˩
歐	eww˧
歐陽	ew
歕烏	qɯ̞ŋu
歡呼雀躍	fon˥˥fu˧˧ jok˨
歡迎	bol˨˩˦ɑ˥
止住	tsɯ˥˩ʈʂʰu˥˥
正	tɕĩŋ˥˥
正三角形	sɐm˥
正事	tsɤŋ˥˥sɯ˥˩
正來尞	tɕaŋ˥˩lɔːj˧ʔau˧
正做得	tsŋ˥˥tsɔ˥˥teŋ˨˦
正先	sian˨˩
正史	ʈʂɤŋ˥˥sɯ˥˥
正在	tsiŋ˨˩tsʰai˥˧
正常	tsiːn˥˥sɔːŋ˨˩
正是	tɕiat˨˦ hej˧˧
正月	tsa˥˩n˩˩˦e
正月半	tsaŋ˨˩jat˨ pan˥˥
正电	tsən˥˥tʰjɛn˥˥
正直	tɕiŋ˥˧tɕʰit˦
正经	tsiŋ˥˧kŋ˥˥
正義	tʃin˨˩ni˨˩
正视	ʈʂən˥˥sɯ˥˥
正转来	tɕaŋ˧˧tɕaŋ˧˧lɔːj˧
此	tsʰɯ˥˩
此外	ts˨˩weɪ˧˥ n˧˥w˧aj˧˥
此项	tsi˨˩˦ hɤ˥˥
步	pʰuː
步枪	kʰɤ˥˥ɕʰɥœn˨˩˦
步步为营	pu˥˥pʰu˥˥uĩ˨˩i˧˧ njaŋ˨˩
步行	pʰu˥˥xɑŋ˨˩˦
武	vu
武元衡	ŋʲhʊ˨˩˦nian˨˩ fan˧˧
武士	bu sɯ
武宁	moːnæn
武宣	u˨˩sen˥˥
武寧	ua˥˥u˥˧nen˧˧
武平	vˈu peːnˈɛ
武昌起义	o˨˩ʈʂʰɔ˥˩pʰiːn˧˥
武术	puːsuː
武汉加油	u˥˧on˥˧ka˥˥ʔiu˨˩
武漢	ʊ̞hɔ̞n
武漢加油	u˨˩˦ hɔ˥˥ ka˥˥ ju˨˩˦
武漢市	u˥˩xwan˥˥ʂɚ˥˩
武田信玄	m˥˩˦ tʰan˧˥sian˥˥sian˥˧
武鳴	nˈoːmɪa
武鸣	vˈuːmən
歸善	kʰuː˧˥sən˥˧
歹	fˈaɪ
死	se
死亡率	si˨˩mɑŋ˧˥lɤn˧
死净净	si˨˩tsʰiŋ˥˥tsʰiŋ˥˥
死死	si˨˩si˥˩
死火	sifo
死神永生	tsi˥˩sən˨˩ ʐan˥˩
死绝绝	si˥˧ tɕʰɛːt̚˨˩ t
死而后已	tsɯ˥˩ni˧˥ xɤ˧˥ji˧˥
死而後已	tsuni˥˩he˥˩w˧˥i˥˩
死蛇烂蚧	ɕi˨˩˦ ʂa˨˩˦  kai˥˩
殉職	sũn˥˥tsit˦
殊途同归	ʂu˥˥ tʰu˧˥tʰʊŋ˥˩kweɪ˥˥
残存	tsʰan˨˩tsʰun˥˥
残忍	tsʰan˨˩nʏn˥˥
残暴	tsʰan˨˩pʰa˥˥
残疾人	tsʰan˥˥ tsʰi˥˥ ngin˨˦
殖	ɕi
殖民者	tsʰit˦min˨˩tsa˥˧
殘	tsan
殚精竭虑	kʰan˥˥tsin˥˧ kʰiaʔ˨liː˥˧
殴打	eutˈa
段	ɔːl
段子	tʰɔ̀n˥˥tsuː˨˩
段祺瑞	pʰã˥˥ki˨˩ sũai˥˧
段落	ton˨˩lɔːk˨
殷	aɪ˥˩
殷勤	jn˥˥ kʰan˨˩
殷都	jˈɛn dˈu
殼	tɑ̃˨
殿	tʰjɛn˥˥
殿堂	tʰjɛn˨˩˦tɔ˨˩˦
殿閣	piam˥˧kiam˥˧
毁坏	su˨˩˦
毁容	weɪ˥˩jɐŋ˨˩˦
毆	ˈeʊ
毋使惊	m̩˨˩˦ sɯt̚˨˩˦kian˥˥
毋係	mˈeɪ
毋单净	ntan˧˧ tsʰiã˥˥
毋好行恁前介崩岗介去，小心跌落去哦！	ŋ˥˥hɑŋ˥˥an˥˨ tsʰian˨˩ kʰai˥˥ piən˧˧koŋ˨˩ŋ˥˥kɔ˨ksiaʔ˨ ʔ i˧˥tiaʔ˨lok˥˥
毋惊死	mkŋsi˥˩
毋知聲下哩	ŋti˥˩ ʂa˥˧lali˨˩˦
